Student_ID,GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit
STU1479,313,114,4,2.3,3.5,8.13,0,0.759
STU1480,305,108,1,3.7,2.2,8.86,0,0.711
STU1481,314,109,5,2.5,3.5,9.18,1,0.834
STU1482,307,100,3,3.9,3.0,8.1,1,0.825
STU1483,318,105,3,2.5,3.4,8.18,1,0.84
STU1484,319,96,5,4.7,3.3,8.64,0,0.846
STU1485,321,102,2,1.9,4.0,9.29,1,0.851
STU1486,314,109,1,4.8,1.1,7.19,1,0.782
STU1487,313,108,5,3.0,3.1,9.09,1,0.876
STU1488,320,96,2,2.6,4.9,9.02,0,0.724
STU1489,320,107,5,2.6,4.6,7.31,1,0.795
STU1490,327,114,1,1.5,3.6,8.47,0,0.704
STU1491,304,115,5,2.7,4.5,8.89,1,0.861
STU1492,323,120,5,2.4,4.8,8.31,1,0.873
STU1493,291,112,5,4.6,4.5,9.03,0,0.858
STU1494,305,108,4,2.0,4.2,7.64,1,0.832
STU1495,314,107,2,2.3,1.3,8.89,0,0.728
STU1496,316,108,5,1.3,3.5,6.42,0,0.706
STU1497,323,120,3,1.9,4.6,9.83,1,0.805
STU1498,294,93,5,4.7,4.4,8.62,1,0.831
STU1499,317,108,1,3.2,2.2,8.84,0,0.755
STU1500,315,119,4,3.6,2.4,9.79,1,0.89
STU1501,321,113,1,2.8,1.0,8.13,1,0.729
STU1502,319,103,3,3.3,1.0,8.76,1,0.763
STU1503,292,100,3,4.4,4.7,8.42,1,0.856
STU1504,320,98,3,2.8,1.4,7.54,1,0.743
STU1505,335,111,1,2.0,2.7,8.25,0,0.777
STU1506,304,93,4,2.5,2.5,7.76,0,0.713
STU1507,321,107,2,3.7,3.8,9.22,1,0.848
STU1508,340,98,3,4.9,2.4,7.63,0,0.725
STU1509,325,101,2,4.6,2.1,7.7,0,0.785
STU1510,321,117,2,4.0,3.4,8.33,1,0.824
STU1511,306,110,3,1.7,4.5,8.68,1,0.846
STU1512,322,102,1,3.3,3.4,9.51,0,0.718
STU1513,307,102,4,3.7,2.4,9.37,0,0.8
STU1514,307,106,2,3.4,3.8,8.99,1,0.813
STU1515,324,104,1,2.6,2.7,9.5,1,0.772
STU1516,310,108,4,2.8,4.5,9.4,1,0.917
STU1517,301,107,5,3.8,1.4,8.06,0,0.744
STU1518,328,91,5,2.1,4.0,8.42,1,0.795
STU1519,312,108,1,4.5,3.0,7.26,0,0.715
STU1520,326,108,4,4.0,2.0,8.56,1,0.856
STU1521,308,109,5,4.3,3.0,9.1,1,0.903
STU1522,332,110,1,4.1,4.9,9.04,1,0.829
STU1523,322,102,5,2.6,4.9,7.88,1,0.894
STU1524,319,109,2,1.9,1.2,8.4,0,0.682
STU1525,324,99,3,1.9,1.5,6.72,0,0.648
STU1526,319,106,4,2.7,2.5,8.17,0,0.772
STU1527,309,108,1,3.2,4.8,8.97,0,0.757
STU1528,326,99,1,3.3,3.9,7.89,0,0.732
STU1529,318,112,2,2.1,2.7,8.19,0,0.727
STU1530,307,98,3,4.5,1.5,7.8,1,0.827
STU1531,308,100,4,4.1,3.5,8.55,0,0.813
STU1532,326,108,2,1.7,3.0,8.45,1,0.8
STU1533,309,100,5,1.8,4.1,9.15,0,0.781
STU1534,304,104,3,1.1,4.6,8.55,1,0.838
STU1535,315,94,1,2.0,3.5,9.52,1,0.797
STU1536,332,95,3,4.2,1.3,8.75,1,0.787
STU1537,320,107,5,1.8,2.1,8.79,1,0.862
STU1538,313,107,2,1.3,2.9,8.73,0,0.78
STU1539,314,96,5,1.5,2.7,8.57,0,0.819
STU1540,325,103,2,4.8,4.5,9.43,0,0.838
STU1541,319,102,1,2.9,2.6,8.41,1,0.763
STU1542,313,103,1,1.1,3.7,8.73,1,0.735
STU1543,308,108,1,2.5,3.8,9.15,1,0.83
STU1544,323,110,2,1.0,2.8,7.21,1,0.713
STU1545,313,105,2,2.0,3.5,9.66,1,0.781
STU1546,312,109,5,2.3,2.0,8.5,1,0.804
STU1547,303,101,1,3.0,4.9,9.44,0,0.816
STU1548,321,114,5,4.0,1.9,8.51,1,0.857
STU1549,296,99,1,4.5,3.4,8.16,0,0.751
STU1550,312,107,5,3.6,1.2,9.39,1,0.857
STU1551,305,98,2,5.0,2.2,7.73,1,0.767
STU1552,336,115,5,2.0,4.3,9.77,0,0.841
STU1553,296,93,3,3.4,4.0,9.04,1,0.792
STU1554,312,111,5,4.2,2.7,7.42,0,0.787
STU1555,314,106,2,4.4,2.3,8.54,1,0.789
STU1556,330,98,3,4.3,4.8,9.81,0,0.843
STU1557,314,99,2,2.8,3.5,8.48,0,0.741
STU1558,306,106,4,2.2,1.9,7.45,0,0.7
STU1559,307,99,4,1.7,4.7,9.37,1,0.858
STU1560,309,97,2,4.2,4.3,9.31,1,0.855
STU1561,305,110,2,3.1,2.0,8.72,0,0.778
STU1562,327,109,3,3.8,1.1,8.63,0,0.76
STU1563,325,100,1,4.2,2.8,7.42,1,0.763
STU1564,313,107,4,3.1,2.3,8.39,1,0.902
STU1565,307,104,1,3.9,1.3,9.17,1,0.792
STU1566,316,119,5,2.0,4.6,8.62,1,0.867
STU1567,312,98,4,2.4,4.8,8.29,0,0.759
STU1568,323,109,5,3.4,1.8,8.85,0,0.855
STU1569,311,103,1,5.0,4.2,9.33,1,0.83
STU1570,310,104,1,3.5,4.5,8.69,0,0.773
STU1571,329,104,2,3.7,2.7,8.95,1,0.823
STU1572,318,103,3,4.2,4.1,8.18,1,0.847
STU1573,322,90,1,1.1,2.1,8.86,0,0.674
STU1574,325,117,5,3.5,4.6,8.39,0,0.893
STU1575,301,102,1,1.1,2.3,7.64,0,0.63
STU1576,311,103,5,1.7,2.0,7.3,1,0.799
STU1577,327,100,4,3.1,2.3,10.0,1,0.846
STU1578,326,104,2,3.8,3.6,9.27,0,0.802
STU1579,312,100,4,3.3,2.4,7.86,1,0.777
STU1580,306,105,4,1.6,3.3,8.4,1,0.751
STU1581,331,119,5,2.5,3.9,8.87,1,0.892
STU1582,320,106,1,1.7,3.3,7.74,0,0.739
STU1583,307,101,5,2.8,1.7,9.01,0,0.862
STU1584,322,111,1,1.6,4.9,8.69,0,0.775
STU1585,316,103,3,3.2,3.0,8.12,1,0.762
STU1586,324,92,5,2.6,2.2,8.82,1,0.851
STU1587,312,110,5,1.6,1.7,9.49,0,0.782
STU1588,297,91,4,4.9,2.8,8.04,1,0.842
STU1589,319,102,1,4.9,3.1,6.97,0,0.721
STU1590,317,105,2,3.1,1.7,9.05,0,0.71
STU1591,320,103,2,1.5,1.9,8.03,1,0.738
STU1592,300,116,3,3.1,3.0,8.22,0,0.748
STU1593,316,109,5,4.5,2.9,7.87,0,0.822
STU1594,309,108,3,2.9,2.9,9.61,0,0.835
STU1595,328,106,4,1.7,4.2,9.45,0,0.841
STU1596,304,109,4,2.1,1.7,7.42,0,0.664
STU1597,323,90,2,3.1,3.1,7.53,0,0.735
STU1598,326,111,5,2.3,1.2,8.97,0,0.745
STU1599,322,103,5,1.9,1.4,8.72,1,0.799
STU1600,316,112,4,2.4,4.9,8.83,1,0.852
STU1601,323,99,2,4.8,2.7,8.28,1,0.818
STU1602,305,110,1,3.0,4.0,6.72,1,0.741
STU1603,328,107,3,3.0,4.2,8.94,1,0.836
STU1604,319,108,3,4.3,2.6,8.94,1,0.84
STU1605,302,104,5,1.2,1.1,8.36,1,0.76
STU1606,311,97,2,2.5,1.7,9.15,0,0.762
STU1607,312,92,4,3.6,1.0,7.24,0,0.697
STU1608,319,104,4,3.3,4.5,9.12,1,0.875
STU1609,328,105,2,4.8,2.7,8.47,0,0.751
STU1610,315,118,1,4.2,2.6,9.28,1,0.811
STU1611,309,106,2,3.8,4.6,8.41,1,0.823
STU1612,326,103,5,1.3,2.5,8.14,0,0.794
STU1613,331,105,4,1.0,1.8,8.9,1,0.797
STU1614,305,104,2,3.6,4.8,8.74,1,0.82
STU1615,313,108,3,3.5,1.6,9.35,0,0.772
STU1616,309,106,5,4.0,4.7,8.38,0,0.845
STU1617,315,96,2,4.2,2.6,8.89,1,0.833
STU1618,311,100,1,4.9,1.7,7.31,1,0.763
STU1619,304,111,4,2.3,3.4,7.96,1,0.788
STU1620,320,113,5,3.0,4.6,8.6,0,0.882
STU1621,307,118,3,3.1,1.9,9.04,0,0.828
STU1622,313,107,5,1.4,1.8,7.82,1,0.782
STU1623,297,95,2,2.5,2.8,8.63,0,0.748
STU1624,340,114,2,4.5,3.0,8.31,0,0.806
STU1625,298,100,1,3.8,2.9,7.72,1,0.735
STU1626,331,108,3,3.9,3.2,8.93,0,0.788
STU1627,321,108,4,2.6,5.0,9.32,1,0.854
STU1628,300,101,5,1.6,3.6,7.67,0,0.77
STU1629,330,103,3,4.3,4.3,8.24,0,0.831
STU1630,310,106,1,2.1,4.2,9.26,1,0.796
STU1631,305,96,3,4.9,3.7,8.47,0,0.789
STU1632,316,105,4,1.9,3.0,7.88,1,0.852
STU1633,311,99,2,4.7,1.5,7.84,1,0.772
STU1634,317,94,1,3.4,3.3,9.11,0,0.714
STU1635,301,106,1,3.9,1.2,8.78,1,0.778
STU1636,327,113,4,2.6,4.2,9.51,1,0.886
STU1637,300,102,2,1.2,4.8,8.2,0,0.736
STU1638,317,98,3,2.3,2.4,9.05,0,0.773
STU1639,311,110,2,2.6,4.6,9.02,0,0.758
STU1640,332,104,3,1.9,4.1,9.41,1,0.805
STU1641,304,105,5,2.3,2.2,8.48,1,0.826
STU1642,309,103,3,2.8,1.2,8.01,0,0.677
STU1643,319,111,1,1.5,3.6,8.52,0,0.714
STU1644,304,100,2,1.1,4.4,8.15,0,0.71
STU1645,328,104,4,1.7,2.6,8.27,0,0.74
STU1646,327,91,1,2.0,4.4,8.53,0,0.723
STU1647,322,120,1,3.2,4.4,7.73,0,0.725
STU1648,319,115,2,2.2,3.8,8.63,1,0.808
STU1649,322,102,3,1.2,2.8,9.4,1,0.828
STU1650,312,109,4,1.4,4.2,8.59,0,0.753
STU1651,307,105,2,3.1,3.0,8.58,1,0.799
STU1652,325,101,5,3.5,1.6,8.47,0,0.84
STU1653,329,104,5,3.2,4.4,8.43,0,0.799
STU1654,323,104,1,3.5,3.1,8.92,1,0.835
STU1655,315,107,4,2.2,2.6,8.23,1,0.767
STU1656,300,100,5,3.0,3.7,9.35,1,0.929
STU1657,324,118,5,2.4,2.0,9.6,0,0.839
STU1658,324,120,4,4.2,1.9,8.25,1,0.885
STU1659,317,116,2,4.3,1.1,8.56,1,0.776
STU1660,312,107,3,1.3,1.7,7.27,1,0.742
STU1661,319,96,4,4.6,1.1,8.12,0,0.757
STU1662,323,120,5,4.2,3.1,9.25,0,0.908
STU1663,337,108,4,3.2,3.1,8.48,0,0.825
STU1664,319,108,1,1.3,2.2,8.32,0,0.696
STU1665,314,114,3,1.4,1.5,8.48,1,0.791
STU1666,309,102,3,4.2,4.8,8.39,1,0.811
STU1667,317,105,5,4.2,1.7,7.87,1,0.896
STU1668,326,120,4,1.9,2.2,9.13,0,0.833
STU1669,311,105,2,1.4,3.4,9.02,1,0.795
STU1670,324,103,5,4.4,4.4,8.11,0,0.793
STU1671,312,109,3,2.0,1.6,8.0,0,0.711
STU1672,327,100,1,1.4,2.0,8.61,1,0.747
STU1673,290,109,2,2.3,2.0,8.97,1,0.771
STU1674,325,116,3,4.9,2.5,7.88,0,0.823
STU1675,311,105,2,3.7,2.1,8.48,1,0.76
STU1676,311,101,2,2.3,1.5,9.5,0,0.678
STU1677,313,115,3,1.9,3.1,8.37,1,0.813
STU1678,302,102,4,3.6,2.5,7.85,0,0.798
STU1679,321,93,5,2.4,1.5,8.61,0,0.764
STU1680,329,106,1,3.5,2.8,8.32,1,0.844
STU1681,322,112,2,4.4,2.4,8.72,1,0.761
STU1682,303,97,2,2.3,2.8,8.27,0,0.736
STU1683,318,99,3,2.2,1.7,9.04,0,0.771
STU1684,312,105,4,4.2,2.1,8.18,0,0.832
STU1685,322,109,2,2.6,4.3,6.87,0,0.763
STU1686,304,108,1,1.5,5.0,8.17,1,0.756
STU1687,324,109,2,1.9,2.5,7.98,0,0.719
STU1688,319,120,3,1.7,3.2,7.52,0,0.734
STU1689,305,107,4,2.1,2.0,9.86,0,0.805
STU1690,327,103,1,1.3,4.4,9.13,1,0.763
STU1691,314,102,5,3.1,2.2,7.52,1,0.8
STU1692,310,99,1,2.4,3.4,7.86,0,0.708
STU1693,322,116,3,3.7,4.7,9.52,0,0.849
STU1694,316,120,3,1.7,1.4,7.46,0,0.727
STU1695,315,105,4,2.2,2.5,9.11,1,0.799
STU1696,313,111,4,1.8,3.2,6.31,1,0.736
STU1697,317,100,4,2.4,4.4,8.69,0,0.794
STU1698,307,110,3,4.9,4.8,8.31,0,0.803
STU1699,320,104,3,3.9,3.7,8.39,1,0.837
STU1700,317,103,2,1.1,3.1,8.7,0,0.765
STU1701,319,106,1,4.4,1.5,8.19,1,0.77
STU1702,317,112,1,4.6,4.4,9.27,0,0.771
STU1703,316,105,1,2.9,2.5,7.89,1,0.785
STU1704,310,109,3,4.0,3.0,7.51,0,0.835
STU1705,325,110,2,3.2,3.7,7.85,1,0.793
STU1706,314,99,1,3.6,2.0,8.8,0,0.743
STU1707,318,113,5,2.6,1.2,8.77,1,0.859
STU1708,327,105,3,2.0,2.5,9.82,1,0.819
STU1709,311,99,4,4.6,3.2,8.23,1,0.799
STU1710,317,104,4,5.0,1.7,8.31,0,0.851
STU1711,315,112,4,2.6,4.1,8.11,1,0.843
STU1712,320,110,5,1.8,4.0,9.09,1,0.811
STU1713,326,109,4,4.1,2.3,7.85,0,0.83
STU1714,299,99,3,3.7,1.1,8.83,0,0.746
STU1715,301,106,4,1.5,1.3,7.71,1,0.767
STU1716,327,94,2,2.9,4.1,9.19,1,0.82
STU1717,309,104,3,4.2,4.8,7.86,0,0.784
STU1718,306,100,3,5.0,2.3,7.97,1,0.817
STU1719,316,111,2,1.2,3.7,8.18,1,0.778
STU1720,330,93,4,2.0,2.5,8.49,0,0.725
STU1721,309,107,1,4.4,1.4,7.8,1,0.739
STU1722,297,107,5,4.1,1.5,7.79,1,0.774
STU1723,308,106,5,3.9,2.6,9.23,0,0.813
STU1724,308,102,3,3.7,4.3,8.97,1,0.85
STU1725,310,106,5,1.5,2.1,8.19,0,0.744
STU1726,323,111,3,3.9,1.4,7.96,1,0.847
STU1727,309,120,5,4.3,4.1,9.13,0,0.836
STU1728,315,106,2,2.1,1.7,8.7,1,0.77
STU1729,322,99,2,4.1,2.6,9.73,0,0.806
STU1730,320,98,1,2.2,4.0,8.58,1,0.745
STU1731,310,101,4,4.3,4.0,9.81,0,0.817
STU1732,306,105,5,4.1,2.3,6.77,1,0.779
STU1733,314,112,5,4.0,1.2,7.47,0,0.805
STU1734,310,114,4,2.8,3.1,8.76,1,0.852
STU1735,318,100,2,3.0,4.5,7.61,1,0.756
STU1736,316,117,5,2.0,2.3,8.32,0,0.821
STU1737,322,109,2,2.9,2.6,8.07,0,0.712
STU1738,340,98,2,4.2,1.7,7.8,1,0.754
STU1739,312,106,4,4.0,4.8,8.2,1,0.87
STU1740,311,106,4,3.7,2.6,8.35,1,0.839
STU1741,331,106,3,2.1,3.7,9.74,0,0.805
STU1742,318,108,4,4.9,2.9,7.89,1,0.88
STU1743,340,105,4,4.5,1.3,7.86,0,0.791
STU1744,309,95,3,3.6,3.8,9.24,0,0.806
STU1745,305,100,5,1.0,1.4,8.81,0,0.745
STU1746,313,105,3,5.0,5.0,8.04,0,0.798
STU1747,317,110,4,1.0,4.4,9.84,1,0.854
STU1748,323,111,3,4.5,2.6,9.38,1,0.834
STU1749,311,106,4,2.1,1.7,7.32,0,0.745
STU1750,313,115,3,2.5,4.8,8.15,0,0.76
STU1751,330,110,2,4.6,2.7,10.0,1,0.92
STU1752,312,108,3,1.9,1.1,8.45,0,0.674
STU1753,327,110,3,3.0,4.7,8.55,1,0.852
STU1754,308,103,4,1.4,3.5,8.31,1,0.835
STU1755,320,120,2,2.7,3.7,8.18,0,0.75
STU1756,325,107,3,3.4,1.6,9.52,1,0.827
STU1757,312,109,1,4.3,3.1,8.6,1,0.803
STU1758,311,97,5,3.9,4.0,8.28,0,0.757
STU1759,307,105,4,4.6,4.6,9.33,0,0.79
STU1760,311,100,1,2.6,1.7,7.83,0,0.702
STU1761,331,90,2,2.9,2.5,8.47,1,0.737
STU1762,292,104,4,4.6,2.9,8.41,1,0.872
STU1763,304,102,5,3.9,4.7,8.7,0,0.84
STU1764,318,100,4,3.2,3.8,7.88,0,0.757
STU1765,327,98,3,2.2,3.5,8.69,1,0.868
STU1766,307,97,3,2.2,1.5,7.73,0,0.706
STU1767,308,111,4,3.5,2.6,9.98,0,0.815
STU1768,314,101,2,1.6,3.2,9.5,0,0.779
STU1769,313,102,1,3.3,2.9,10.0,0,0.739
STU1770,318,97,3,4.6,2.2,7.23,1,0.771
STU1771,305,103,2,1.8,3.5,7.51,1,0.742
STU1772,301,96,4,3.7,2.1,7.49,0,0.722
STU1773,315,95,1,2.5,4.0,9.06,1,0.801
STU1774,317,107,3,1.2,1.8,8.73,1,0.781
STU1775,325,113,1,4.6,1.6,9.14,0,0.783
STU1776,311,108,1,5.0,3.0,9.08,0,0.766
STU1777,300,94,2,4.1,3.1,8.14,1,0.758
STU1778,328,110,4,4.5,2.8,8.72,0,0.803
STU1779,309,100,1,1.9,1.3,8.04,1,0.664
STU1780,304,105,2,4.2,3.6,8.52,1,0.785
STU1781,304,98,4,5.0,3.6,8.75,0,0.841
STU1782,295,118,2,4.7,2.7,9.94,0,0.819
STU1783,318,97,3,4.7,1.5,10.0,0,0.798
STU1784,317,104,1,2.0,1.4,10.0,0,0.689
STU1785,327,101,4,1.5,2.6,9.22,1,0.84
STU1786,303,103,4,2.7,3.9,8.93,1,0.863
STU1787,307,101,3,1.1,1.7,9.25,1,0.779
STU1788,312,115,5,3.5,2.0,8.33,0,0.762
STU1789,335,115,4,1.8,1.8,7.99,0,0.758
STU1790,315,106,5,3.3,1.1,8.77,0,0.79
STU1791,330,117,4,4.1,1.6,6.11,1,0.791
STU1792,311,108,5,4.7,4.0,8.43,0,0.877
STU1793,318,99,2,2.3,3.2,8.84,0,0.783
STU1794,321,92,4,4.1,4.5,8.63,0,0.81
STU1795,323,106,5,1.9,4.0,9.45,0,0.791
STU1796,312,103,2,2.5,3.8,9.2,0,0.731
STU1797,319,100,4,3.5,1.2,8.67,0,0.796
STU1798,303,105,3,2.8,5.0,8.61,0,0.853
STU1799,306,101,3,1.2,2.8,8.22,0,0.773
STU1800,308,102,1,3.1,5.0,9.22,1,0.801
STU1801,292,105,4,1.9,4.5,8.41,1,0.832
STU1802,317,101,1,2.2,1.3,9.92,1,0.823
STU1803,308,113,2,2.0,2.9,8.5,0,0.756
STU1804,318,93,2,3.5,1.2,9.41,1,0.792
STU1805,313,107,4,3.6,1.7,8.29,0,0.758
STU1806,319,97,5,4.0,2.4,8.57,1,0.856
STU1807,294,111,4,2.1,2.4,9.54,0,0.808
STU1808,328,116,2,1.7,2.8,8.53,1,0.793
STU1809,334,100,2,3.0,4.9,8.93,1,0.839
STU1810,306,102,4,4.5,1.6,8.24,0,0.768
STU1811,311,103,2,2.6,3.8,8.86,0,0.777
STU1812,317,104,4,2.6,3.6,9.73,1,0.845
STU1813,321,109,2,1.2,1.7,8.41,1,0.736
STU1814,307,113,3,2.1,1.4,8.11,0,0.735
STU1815,307,107,5,2.1,2.0,6.83,1,0.809
STU1816,298,95,4,1.3,4.9,8.06,1,0.857
STU1817,314,103,1,2.6,1.6,9.05,1,0.793
STU1818,323,107,4,3.1,4.5,8.75,0,0.818
STU1819,297,110,3,3.1,3.1,9.94,0,0.814
STU1820,304,109,2,2.1,3.3,7.48,0,0.665
STU1821,319,96,5,1.2,4.8,8.39,1,0.889
STU1822,320,102,3,2.7,4.8,9.62,1,0.787
STU1823,338,93,2,4.5,3.1,8.44,1,0.812
STU1824,316,108,1,5.0,1.1,8.46,1,0.752
STU1825,290,105,4,1.8,2.8,8.77,0,0.734
STU1826,304,100,2,3.7,2.7,8.5,1,0.769
STU1827,317,106,2,2.8,2.0,8.49,1,0.729
STU1828,312,100,2,2.3,3.2,7.77,0,0.731
STU1829,302,99,5,3.0,1.3,9.46,0,0.767
STU1830,327,104,5,2.7,1.1,9.74,0,0.828
STU1831,326,105,2,4.5,3.6,7.85,1,0.851
STU1832,313,111,3,4.6,1.8,8.09,0,0.779
STU1833,305,110,5,3.2,2.0,9.21,0,0.824
STU1834,301,91,1,5.0,2.0,8.36,0,0.714
STU1835,297,99,5,1.9,3.9,8.71,1,0.869
STU1836,333,97,2,4.1,3.4,7.37,1,0.786
STU1837,310,96,1,2.3,4.6,8.46,0,0.694
STU1838,326,91,5,4.0,4.4,8.27,0,0.85
STU1839,306,111,4,4.9,4.3,8.99,1,0.918
STU1840,319,107,5,1.5,1.2,8.85,1,0.829
STU1841,299,104,4,3.5,4.3,8.02,1,0.853
STU1842,320,109,5,3.7,3.5,8.73,0,0.821
STU1843,309,113,5,1.4,4.6,9.19,0,0.815
STU1844,323,104,1,1.4,2.3,8.87,0,0.699
STU1845,316,104,2,3.2,3.9,8.11,1,0.801
STU1846,318,113,3,1.6,1.4,8.14,1,0.769
STU1847,315,105,1,4.4,1.7,7.82,1,0.726
STU1848,308,110,2,3.4,4.7,9.23,1,0.852
STU1849,316,105,3,4.3,3.4,8.3,0,0.795
STU1850,306,109,5,4.1,2.1,9.0,1,0.892
STU1851,314,110,3,1.7,3.3,8.1,0,0.748
STU1852,334,109,1,2.0,4.9,8.16,1,0.83
STU1853,318,102,3,3.2,4.6,8.23,0,0.837
STU1854,315,115,2,1.1,1.7,9.1,0,0.69
STU1855,318,102,5,4.6,3.2,9.42,1,0.925
STU1856,320,107,3,4.8,4.2,7.37,1,0.862
STU1857,322,103,4,3.9,4.0,8.23,1,0.834
STU1858,331,103,2,2.8,1.2,9.17,0,0.821
STU1859,332,104,4,2.7,2.4,7.67,1,0.849
STU1860,321,100,4,3.9,2.1,8.17,1,0.863
STU1861,320,103,4,4.2,2.4,10.0,1,0.929
STU1862,315,107,1,3.0,3.0,9.33,0,0.77
STU1863,314,113,2,2.4,3.5,8.38,0,0.756
STU1864,309,110,4,2.4,3.4,7.1,1,0.765
STU1865,311,93,1,1.7,4.1,10.0,0,0.781
STU1866,311,109,3,1.0,4.0,7.78,1,0.813
STU1867,302,90,4,3.9,5.0,8.73,0,0.823
STU1868,317,90,3,2.3,2.5,8.17,1,0.757
STU1869,304,98,5,4.7,2.7,8.39,1,0.874
STU1870,316,103,5,2.7,3.5,7.25,0,0.763
STU1871,317,91,1,1.9,2.8,9.11,1,0.742
STU1872,315,114,5,4.9,2.5,8.35,0,0.875
STU1873,290,90,4,4.3,4.4,8.42,1,0.818
STU1874,299,101,5,3.0,3.0,8.86,0,0.793
STU1875,312,106,3,2.4,1.9,8.93,0,0.785
STU1876,315,99,2,1.9,2.7,7.52,0,0.75
STU1877,321,96,3,1.5,2.1,9.23,1,0.807
STU1878,307,118,1,2.0,2.4,8.46,0,0.72
STU1879,309,107,1,1.1,4.4,8.87,1,0.768
STU1880,309,110,5,4.1,2.9,8.79,0,0.83
STU1881,314,93,4,4.4,1.1,8.13,0,0.706
STU1882,316,114,3,4.0,2.3,8.4,1,0.868
STU1883,308,116,2,3.6,3.8,8.17,0,0.79
STU1884,333,107,3,1.6,3.0,6.33,0,0.681
STU1885,333,101,4,4.2,2.9,7.86,0,0.77
STU1886,311,102,4,3.9,1.7,8.9,1,0.846
STU1887,319,90,5,3.2,5.0,8.22,1,0.844
STU1888,314,103,5,2.9,1.2,8.8,1,0.866
STU1889,328,105,1,2.3,4.8,7.94,1,0.807
STU1890,315,107,4,4.9,1.7,8.35,1,0.818
STU1891,322,107,1,2.6,4.5,8.05,1,0.805
STU1892,307,120,3,4.7,4.0,6.21,1,0.844
STU1893,316,94,5,1.5,3.0,8.48,1,0.837
STU1894,326,112,3,3.0,4.5,8.29,0,0.833
STU1895,308,96,5,3.9,4.3,8.52,1,0.841
STU1896,300,99,2,2.3,1.9,7.77,0,0.716
STU1897,313,111,5,4.5,2.4,8.37,0,0.805
STU1898,308,94,2,2.4,2.1,9.38,0,0.724
STU1899,309,106,4,3.1,2.2,7.87,1,0.834
STU1900,320,108,5,4.8,1.3,8.17,0,0.835
STU1901,297,107,3,1.0,1.4,9.26,0,0.686
STU1902,309,91,1,4.6,4.4,9.15,1,0.816
STU1903,313,111,1,4.7,1.2,7.95,0,0.751
STU1904,306,90,1,2.5,4.7,7.27,1,0.73
STU1905,310,91,3,3.0,3.0,8.12,1,0.753
STU1906,304,107,2,2.0,4.3,8.65,0,0.73
STU1907,324,106,5,2.5,2.7,8.23,0,0.777
STU1908,308,107,3,3.5,4.3,8.16,1,0.795
STU1909,307,103,1,2.6,4.9,8.66,1,0.794
STU1910,327,105,4,2.3,4.9,8.68,1,0.857
STU1911,315,96,3,2.2,4.1,8.27,0,0.796
STU1912,319,99,2,3.0,1.6,9.94,1,0.874
STU1913,316,98,3,2.5,1.6,8.45,0,0.72
STU1914,317,104,5,1.6,1.5,8.24,1,0.821
STU1915,303,113,1,2.9,2.1,9.24,1,0.805
STU1916,322,108,5,4.5,3.1,8.15,0,0.829
STU1917,330,105,5,3.8,1.9,9.06,1,0.899
STU1918,318,100,5,2.8,3.3,8.65,0,0.86
STU1919,324,96,1,3.7,1.2,7.69,0,0.688
STU1920,326,109,5,2.6,2.0,8.3,1,0.869
STU1921,302,117,4,3.6,4.3,9.12,0,0.859
STU1922,317,96,1,3.9,4.9,9.69,0,0.784
STU1923,322,106,3,3.8,3.9,7.03,1,0.817
STU1924,305,109,1,1.3,3.4,8.31,1,0.73
STU1925,312,104,1,2.7,4.0,9.88,0,0.749
STU1926,320,114,5,4.2,1.5,8.62,0,0.805
STU1927,327,103,1,4.7,4.7,8.95,1,0.857
STU1928,316,100,1,3.9,4.5,8.36,0,0.757
STU1929,319,103,4,2.7,3.6,8.45,0,0.777
STU1930,331,106,2,4.3,4.7,8.58,0,0.836
STU1931,315,111,2,4.0,3.1,8.12,1,0.811
STU1932,327,108,1,5.0,1.2,9.43,1,0.87
STU1933,312,98,3,4.4,4.3,8.22,1,0.804
STU1934,303,94,3,1.8,3.5,8.68,1,0.767
STU1935,312,108,5,3.4,2.3,8.67,1,0.884
STU1936,296,104,3,3.0,2.7,8.26,0,0.72
STU1937,309,113,1,2.9,4.9,7.12,0,0.751
STU1938,300,116,3,3.3,2.5,9.15,0,0.797
STU1939,314,113,3,4.4,2.8,7.61,1,0.834
STU1940,338,100,5,1.8,2.9,8.33,0,0.79
STU1941,302,108,4,2.7,2.5,9.28,1,0.815
STU1942,318,110,2,3.4,3.7,8.87,1,0.863
STU1943,312,100,4,4.5,4.6,9.09,1,0.869
STU1944,330,112,5,3.5,2.9,8.35,0,0.859
STU1945,316,107,4,4.7,3.2,8.78,0,0.876
STU1946,310,107,2,1.1,1.0,8.77,1,0.721
STU1947,330,107,2,2.9,3.4,8.72,0,0.778
STU1948,317,118,4,2.4,2.9,8.57,1,0.935
STU1949,315,107,5,4.1,3.5,8.19,1,0.879
STU1950,313,112,1,3.4,4.2,10.0,0,0.784
STU1951,313,97,2,4.7,2.2,6.49,1,0.8
STU1952,312,113,4,4.5,1.8,8.3,1,0.819
STU1953,294,96,1,4.4,1.1,9.63,0,0.765
STU1954,318,101,4,4.3,4.6,7.49,1,0.861
STU1955,314,110,1,3.8,1.2,8.37,1,0.747
STU1956,322,110,3,1.5,1.9,6.8,1,0.752
STU1957,306,102,1,1.9,1.2,8.53,1,0.693
STU1958,322,120,1,3.2,4.4,8.27,0,0.719
STU1959,318,116,3,1.6,3.6,8.55,0,0.793
